msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Backup failed.,'',Backup failed.,Backup failed.,Backup failed.,INCOMPLETE (ALL),
Backup is running...,Backup bixebtine,Backup bixebtine,Backup bixebtine,Backup bixebtine,CONSISTENT (ALL),
Backup system settings,Eyari Backup system,Eyari Backup system,Eyari Backup system,Eyari Backup system,CONSISTENT (ALL),
Backup your receiver settings.,,,yedeka bigre...,,SOLITARY,
Bahamas,'',,'','',EMPTY (SOME),
Bahrain,'',,'','',EMPTY (SOME),
Band,'',Band,Band,Band,INCOMPLETE (ALL),
Bandwidth,Frehiya Band,Frehiya Band,Frehiya Band,Frehiya Band,CONSISTENT (ALL),
Bangladesh,'',,'','',EMPTY (SOME),
Barbados,'',,'','',EMPTY (SOME),
Basic PID info,,,'',,SOLITARY,
Basque,'',Basque,Basque,Basque,INCOMPLETE (ALL),
Begin time,zeman dest pédike,zeman dest pédike,zeman dest pédike,zeman dest pédike,CONSISTENT (ALL),
Behavior of '0' button in PiP mode,,,Behavior of '0' button in PiP mode,,SOLITARY,
Behavior of 'pause and ok' when paused,,,'',,SOLITARY,
Behavior when a movie is started,'',Behavior when a movie is started,Behavior when a movie is started,Behavior when a movie is started,INCOMPLETE (ALL),
Behavior when a movie is stopped,'',Behavior when a movie is stopped,Behavior when a movie is stopped,Behavior when a movie is stopped,INCOMPLETE (ALL),
Behavior when a movie reaches the end,'',Behavior when a movie reaches the end,Behavior when a movie reaches the end,Behavior when a movie reaches the end,INCOMPLETE (ALL),
Belarus,'',,'','',EMPTY (SOME),
Belgium,'',,'','',EMPTY (SOME),
Belize,'',,'','',EMPTY (SOME),
Benin,'',,'','',EMPTY (SOME),
Bermuda,'',,'','',EMPTY (SOME),
Bhutan,'',,'','',EMPTY (SOME),
Big PiP,'',,'','',EMPTY (SOME),
Bitrate:,Zu leziya Bit:,Zu leziya Bit:,Zu leziya Bit:,Zu leziya Bit:,CONSISTENT (ALL),
Black screen,Ekrana Reş,Ekrana Reş,Ekrana Reş,Ekrana Reş,CONSISTENT (ALL),
Black screen till locked,Ekrana reş kilitke,Ekrana reş kilitke,Ekrana reş kilitke,Ekrana reş kilitke,CONSISTENT (ALL),
Block noise reduction,Dengé zéde kémke,Dengé zéde kémke,Dengé zéde kémke,Dengé zéde kémke,CONSISTENT (ALL),
Blue,,'','','',EMPTY (SOME),
Bolivia (Plurinational State of),'',,'','',EMPTY (SOME),
"Bonaire, Sint Eustatius and Saba",'',,'','',EMPTY (SOME),
Bookmarks,'',Bookmarks,Bookmarks,Bookmarks,INCOMPLETE (ALL),
Boost blue,'','','','',EMPTY (ALL),
Boot to Android image,,,'',,SOLITARY,
Boot to Recovery menu,,,'',,SOLITARY,
Bosnia and Herzegovina,'',,'','',EMPTY (SOME),
Botswana,'',,'','',EMPTY (SOME),
Bouvet Island,'',,'','',EMPTY (SOME),
Brazil,'',,'','',EMPTY (SOME),
Brightness,Ronahi,Ronahi,Ronahi,Ronahi,CONSISTENT (ALL),
British Indian Ocean Territory,'',,'','',EMPTY (SOME),
Brunei Darussalam,'',,'','',EMPTY (SOME),
Buffering %d%%,'',,'','',EMPTY (SOME),
Bulgarian,Bulgari,Bulgari,Bulgari,Bulgari,CONSISTENT (ALL),
Burkina Faso,'',,'','',EMPTY (SOME),
Burn DVD,Bişewiti DVD,Bişewiti DVD,Bişewiti DVD,Bişewiti DVD,CONSISTENT (ALL),
Burn audio track (%s),,bişewiti deng temaşe (%s),bişewiti deng temaşe (%s),bişewiti deng temaşe (%s),CONSISTENT (SOME),
Burn existing image to DVD,,Burn existing image to DVD,Burn existing image to DVD,Burn existing image to DVD,UNCHANGED (SOME),
Burn to DVD,,Burn to DVD,Burn to DVD,Burn to DVD,UNCHANGED (SOME),
Burundi,'',,'','',EMPTY (SOME),
Bus: ,'',Bus: ,Bus: ,Bus: ,INCOMPLETE (ALL),
"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,,"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,SOLITARY,
Bypass HDMI EDID checking,,,'',,SOLITARY,
C,,,C,,SOLITARY,
C-Band,'',C-Band,C-Band,C-Band,INCOMPLETE (ALL),
CH,'','','','',EMPTY (ALL),
CH%s,'',,'','',EMPTY (SOME),
CI (Common Interface) Setup,'',,'',,EMPTY (SOME),
CI assignment,'',CI assignment,CI assignment,CI assignment,INCOMPLETE (ALL),
CI slot: ,'',,'',,EMPTY (SOME),
CPU: ,,,'',,SOLITARY,
CVBS,'',CVBS,CVBS,CVBS,INCOMPLETE (ALL),
Cable,Qablo,Qablo,Qablo,Qablo,CONSISTENT (ALL),
Cable Scan,Cable Légerin,Cable Légerin,Cable Légerin,Cable Légerin,CONSISTENT (ALL),
Cabo Verde,'',,'','',EMPTY (SOME),
Cache thumbnails,Aqilé piçuk,Aqilé piçuk,Aqilé piçuk,Aqilé piçuk,CONSISTENT (ALL),
Calculate,hesab bike,hesab bike,hesab bike,hesab bike,CONSISTENT (ALL),
Calculate all positions,Her daim hesab bike,Her daim hesab bike,Her daim hesab bike,Her daim hesab bike,CONSISTENT (ALL),
Calculation complete,Temami Hesapki,Temami Hesapki,Temami Hesapki,Temami Hesapki,CONSISTENT (ALL),
Calibrate,Eyari bike,Eyari bike,Eyari bike,Eyari bike,CONSISTENT (ALL),
Cambodia,'',,'','',EMPTY (SOME),
Cameroon,'',,'','',EMPTY (SOME),
Can be used for different fps between external subtitles and video.,'','','','',EMPTY (ALL),
"Can be used to test defect pixels on TV screen.\n\nAvailable color test screens:\n\nred\ngreen\nblue\nwhite\nblack\ncyan\nmagenta\nyellow\n\nScreens change with left/right buttons or use red, green, blue to toggle.\nYellow for returning back to this intro",'',,'',,EMPTY (SOME),
Can only find a network drive to store the backup this means after the flash the autorestore will not work. Alternativaly you can mount the network drive after the flash and perform a manufacurer reset to autorestore,,,'',,SOLITARY,
Canada,'',,'','',EMPTY (SOME),
Cancel,Berdi,Berdi,Berdi,Berdi,CONSISTENT (ALL),
Cancel any changes to the currently active skin,,,'','',EMPTY (SOME),
Cancel any changes to the currently active skin and exit all menus,,,'','',EMPTY (SOME),
Cancel any text changes and exit,'',,'','',EMPTY (SOME),
Cancelled upon user request,'',,'','',EMPTY (SOME),
Cannot determine,Tişt çé nebu,Tişt çé nebu,Tişt çé nebu,Tişt çé nebu,CONSISTENT (ALL),
"Cannot find any signal ..., aborting !",Heta Neha min Sinyal Nedi... Bettal ki!,Heta Neha min Sinyal Nedi... Bettal ki!,Heta Neha min Sinyal Nedi... Bettal ki!,Heta Neha min Sinyal Nedi... Bettal ki!,CONSISTENT (ALL),
Cannot find images - please try later,'',,'',,EMPTY (SOME),
Cannot move files on a different disk or system to the trash can,,,Kutuya Çöp ti nikani valaki,,SOLITARY,
Cannot move to trash can,'',Cannot move to trash can,Cannot move to trash can,,INCOMPLETE (SOME),
Capabilities: ,,,'',,SOLITARY,
Capacity: ,'',Capacity: ,Capacity: ,Capacity: ,INCOMPLETE (ALL),
Card,,,Card,,SOLITARY,
Cascade PiP,'',,'',,EMPTY (SOME),
Cayman Islands,'',,'','',EMPTY (SOME),
Center DVB subtitles,,Center DVB subtitles,Center DVB subtitles,Center DVB subtitles,UNCHANGED (SOME),
Center time-labels and remove date,,,'',,SOLITARY,
Central African Republic,'',,'','',EMPTY (SOME),
Chad,'',,'','',EMPTY (SOME),
Change PIN,'',,'',,EMPTY (SOME),
Change bouquets in quickzap,Zu Buketa çédki,Zu Buketa çédki,Zu Buketa çédki,Zu Buketa çédki,CONSISTENT (ALL),
Change recording (add time),,,'',,SOLITARY,
Change recording (duration),Qeydi bedilni,Qeydi bedilni,Qeydi bedilni,Qeydi bedilni,CONSISTENT (ALL),
Change recording (endtime),'',Change recording (endtime),Change recording (endtime),,INCOMPLETE (SOME),
Change repeat and delay settings?,'',Change repeat and delay settings?,Change repeat and delay settings?,Change repeat and delay settings?,INCOMPLETE (ALL),
Change step size,'',Change step size,Change step size,Change step size,INCOMPLETE (ALL),
Change timer,,,'',,SOLITARY,
Channel,Qanal,Qanal,Qanal,Qanal,CONSISTENT (ALL),
Channel Info,,,'',,SOLITARY,
Channel list type,Qanal Liste ,Qanal Liste ,Qanal Liste ,Qanal Liste ,CONSISTENT (ALL),
Channel not in services list,'',Channel not in services list,Channel not in services list,Channel not in services list,INCOMPLETE (ALL),
Channel selection,'',Channel selection,Channel selection,Channel selection,INCOMPLETE (ALL),
Channel:,Qenal:,Qenal:,Qenal:,Qenal:,CONSISTENT (ALL),
Channellist menu,'',,Menu Qenal Liste,,INCOMPLETE (SOME),
Channelnumber and picon,,,'',,SOLITARY,
Channelnumber and servicename,,,'',,SOLITARY,
"Channelnumber, picon and servicename",,,'',,SOLITARY,
Chap.,Mirov,Mirov,Mirov,Mirov,CONSISTENT (ALL),
Chapter,'',Chapter,Chapter,Chapter,INCOMPLETE (ALL),
Chapter:,'',Chapter:,Chapter:,Chapter:,INCOMPLETE (ALL),
Check,Qontrol,Qontrol,Qontrol,Qontrol,CONSISTENT (ALL),
Check the internet connection,Girédayiya İnterneté Qonrol Bike,Girédayiya İnterneté Qonrol Bike,Girédayiya İnterneté Qonrol Bike,Girédayiya İnterneté Qonrol Bike,CONSISTENT (ALL),
Check the internet connection again,Disa Qontrola İnternet Bikin,Disa Qontrola İnternet Bikin,Disa Qontrola İnternet Bikin,Disa Qontrola İnternet Bikin,CONSISTENT (ALL),
Checking filesystem...,Sistema dosya binéri,Sistema dosya binéri,Sistema dosya binéri,Sistema dosya binéri,CONSISTENT (ALL),
Checking the internet connection,Qontrola İnternet,Qontrola İnternet,Qontrola İnternet,Qontrola İnternet,CONSISTENT (ALL),
Checking tuner %s\nDiSEqC port %s for %s,,,'',,SOLITARY,
Children/Youth,Zaruk/Xort,Zaruk/Xort,Zaruk/Xort,Zaruk/Xort,CONSISTENT (ALL),
Chile,'',,'','',EMPTY (SOME),
China,'',,'','',EMPTY (SOME),
Chinese - Simplified,,,'',,SOLITARY,
Chinese - Traditional,,,'',,SOLITARY,
Choose Tuner,'',,'',,EMPTY (SOME),
Choose bouquet,,,'',,SOLITARY,
Choose which tuner to configure.,Çékirina Tuner Binirxine,Çékirina Tuner Binirxine,Çékirina Tuner Binirxine,Çékirina Tuner Binirxine,CONSISTENT (ALL),
Christmas Island,'',,'','',EMPTY (SOME),
Circular LNB,'',,'',,EMPTY (SOME),
Circular left,Çepa daira,Çepa daira,Çepa daira,Çepa daira,CONSISTENT (ALL),
Circular right,Raştiya daira,Raştiya daira,Raştiya daira,Raştiya daira,CONSISTENT (ALL),
Cleanup,Paqişi,Paqişi,Paqişi,Paqişi,CONSISTENT (ALL),
Clear,Paqiş,Paqiş,Paqiş,Paqiş,CONSISTENT (ALL),
Clear before scan,Paqişi paş légerin,Paqişi paş légerin,Paqişi paş légerin,Paqişi paş légerin,CONSISTENT (ALL),
Clear fixed,'',Clear fixed,Clear fixed,Clear fixed,INCOMPLETE (ALL),
Clear log,'',Clear log,Clear log,Clear log,INCOMPLETE (ALL),
Clear playlist,'',Clear playlist,Clear playlist,Clear playlist,INCOMPLETE (ALL),
Client is streaming from this box!,,,'',,SOLITARY,
Clone TV screen to LCD,'',,'','',EMPTY (SOME),
Clone TV screen to LCD mode,,,'',,SOLITARY,
Close,Veqeti,Veqeti,Veqeti,Veqeti,CONSISTENT (ALL),
Close PiP with 'exit' button,,,'',,SOLITARY,
Close title selection,'',Close title selection,Close title selection,Close title selection,INCOMPLETE (ALL),
Cocos (Keeling) Islands,'',,'','',EMPTY (SOME),
Code R. LP-HP & Guard Int.,,,'',,SOLITARY,
Code rate HP,'',Code rate HP,Code rate HP,Code rate HP,INCOMPLETE (ALL),
Code rate LP,'',Code rate LP,Code rate LP,Code rate LP,INCOMPLETE (ALL),
Collection name,Nav Koleksiyon,Nav Koleksiyon,Nav Koleksiyon,Nav Koleksiyon,CONSISTENT (ALL),
Collection settings,Eyara Kolleksiyon,Eyara Kolleksiyon,Eyara Kolleksiyon,Eyara Kolleksiyon,CONSISTENT (ALL),
Color format,Formata Renga,Formata Renga,Formata Renga,Formata Renga,CONSISTENT (ALL),
Combo,'',,'','',EMPTY (SOME),
Command execution...,'',,Command execution...,,INCOMPLETE (SOME),
Command order,'',Command order,Command order,Command order,INCOMPLETE (ALL),
Commit info,,,'',,SOLITARY,
Common Interface,Qerta Ortax,Qerta Ortax,Qerta Ortax,Qerta Ortax,CONSISTENT (ALL),
Common Interface assignment,'',Common Interface assignment,Common Interface assignment,,INCOMPLETE (SOME),
Communication,Hevra Girédayi,Hevra Girédayi,Hevra Girédayi,Hevra Girédayi,CONSISTENT (ALL),
Comoros,'',,'','',EMPTY (SOME),
Compact flash,,,Compact flash,,SOLITARY,
Complete,Temami,Temami,Temami,Temami,CONSISTENT (ALL),
Complex (allows mixing audio tracks and aspects),'',Complex (allows mixing audio tracks and aspects),Complex (allows mixing audio tracks and aspects),Complex (allows mixing audio tracks and aspects),INCOMPLETE (ALL),
Composition of the recording filenames,'',Composition of the recording filenames,Composition of the recording filenames,Composition of the recording filenames,INCOMPLETE (ALL),
Config Scan Details,,,'','',EMPTY (SOME),
Config resolution of pictures,,,'',,SOLITARY,
Configuration,,,Çékirin,,SOLITARY,
Configuration mode,Çékirina Ru,Çékirina Ru,Çékirina Ru,Çékirina Ru,CONSISTENT (ALL),
Configuration mode: %s,'',Configuration mode: %s,Configuration mode: %s,Configuration mode: %s,INCOMPLETE (ALL),
Configure an additional delay to improve external subtitle synchronisation.,'','','','',EMPTY (ALL),
Configure an additional delay to improve subtitle synchronisation.,'','','','',EMPTY (ALL),
Configure for how long the infobar will remain visible after activation.,,,Configure for how long the infobar will remain visible after activation.,,SOLITARY,
"Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.",'',"Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.","Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.","Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.",INCOMPLETE (ALL),
Configure how many channels are shown in the selection list.,,,'',,SOLITARY,
Configure how recording filenames are constructed.,,Configure how recording filenames are constructed.,Configure how recording filenames are constructed.,Configure how recording filenames are constructed.,UNCHANGED (SOME),
Configure how the fan should operate,,,'',,SOLITARY,
Configure if and how crypto icons will be shown in the channel selection list.,'',,'',,EMPTY (SOME),
Configure if and how long the latest service in Picture in Picture mode will be remembered.,,,'',,SOLITARY,
Configure if and how service type icons will be shown in the channel selection list.,,,'',,SOLITARY,
Configure if and how the record indicator will be shown in the channel selection list.,'',,'',,EMPTY (SOME),
Configure if and how wide columns will be shown in the channel selection list.,,,'',,SOLITARY,
Configure if behind the subtitles a background is shown.,,,'',,SOLITARY,
Configure if service picons will be shown in display (when supported by the skin).,,,'',,SOLITARY,
Configure if service picons will be shown in the channel selection list.,,,'',,SOLITARY,
Configure if the HDMI EDID checking should be bypassed as this might solve issue with some TVs.,,,'',,SOLITARY,
"Configure if the subtitle should switch between normal, italic, bold and bolditalic",'',,'','',EMPTY (SOME),
Configure interface,'',Configure interface,Configure interface,Configure interface,INCOMPLETE (ALL),
Configure nameservers,'',Configure nameservers,Configure nameservers,Configure nameservers,INCOMPLETE (ALL),
Configure on which devices the background delete option should be used.,'',Configure on which devices the background delete option should be used.,Configure on which devices the background delete option should be used.,Configure on which devices the background delete option should be used.,INCOMPLETE (ALL),
Configure remote control type,'',Configure remote control type,Configure remote control type,,INCOMPLETE (SOME),
Configure the DiSEqC mode for this LNB.,'',Configure the DiSEqC mode for this LNB.,Configure the DiSEqC mode for this LNB.,Configure the DiSEqC mode for this LNB.,INCOMPLETE (ALL),
Configure the IP address.,'',Configure the IP address.,Configure the IP address.,Configure the IP address.,INCOMPLETE (ALL),
Configure the aspect ratio of the screen.,'',,Configure the aspect ratio of the screen.,,INCOMPLETE (SOME),
Configure the behavior of the 'pause and ok' key when movie playback is already paused.,,,'',,SOLITARY,
Configure the behavior when movie playback is manually stopped.,'',Configure the behavior when movie playback is manually stopped.,Configure the behavior when movie playback is manually stopped.,Configure the behavior when movie playback is manually stopped.,INCOMPLETE (ALL),
Configure the behavior when movie playback is started.,'',Configure the behavior when movie playback is started.,Configure the behavior when movie playback is started.,Configure the behavior when movie playback is started.,INCOMPLETE (ALL),
"Configure the behavior when reaching the end of a movie, during movie playback.",'',"Configure the behavior when reaching the end of a movie, during movie playback.","Configure the behavior when reaching the end of a movie, during movie playback.","Configure the behavior when reaching the end of a movie, during movie playback.",INCOMPLETE (ALL),
Configure the border width of the subtitles. The dark border makes the subtitles easier to read on a light background.,'',Configure the border width of the subtitles. The dark border makes the subtitles easier to read on a light background.,Configure the border width of the subtitles. The dark border makes the subtitles easier to read on a light background.,Configure the border width of the subtitles. The dark border makes the subtitles easier to read on a light background.,INCOMPLETE (ALL),
Configure the brightness level of the front panel display during standby.,,,Configure the brightness level of the front panel display during standby.,,SOLITARY,
Configure the brightness level of the front panel display.,,,Configure the brightness level of the front panel display.,,SOLITARY,
"Configure the color of the external subtitles, alternative (normal in white, italic in yellow, bold in cyan, underscore in green), white or yellow.",'','','','',EMPTY (ALL),
Configure the color of the teletext subtitles.,'',Configure the color of the teletext subtitles.,Configure the color of the teletext subtitles.,Configure the color of the teletext subtitles.,INCOMPLETE (ALL),
Configure the contrast level of the front panel display.,'',Configure the contrast level of the front panel display.,Configure the contrast level of the front panel display.,Configure the contrast level of the front panel display.,INCOMPLETE (ALL),
Configure the cursor behaviour in the channel selection list. When opening the channel selection list you can keep on the current service or already select up/down and you are able to revert the B+/B- buttons.,,,'',,SOLITARY,
Configure the duration in hours the receiver should go to standby when the receiver is not controlled.,,,'',,SOLITARY,
Configure the duration in minutes for the screensaver.,'',,'',,EMPTY (SOME),
Configure the duration in minutes for the sleeptimer. Select this entry and click OK or green to start/stop the sleeptimer,,,'',,SOLITARY,
Configure the duration when the receiver should go to shut down in case the receiver is in standby mode.,,,'',,SOLITARY,
