msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Jump to last item in list or the end of text,,,,'',SOLITARY,
Jump to the next marked position,,,,Jump to the next marked position,SOLITARY,
Jump to the previous marked position,,,,Jump to the previous marked position,SOLITARY,
Keeps the movie list open whilst playing audio files.,,,,Keeps the movie list open whilst playing audio files.,SOLITARY,
Kernel:\t%s\n,,,,Kernel:\t%s\n,SOLITARY,
Key,,,,'',SOLITARY,
List/Fav/PVR,,,,List/Fav/PVR,SOLITARY,
List/File,,,,'',SOLITARY,
Listener for hotplug events.,,,,'',SOLITARY,
Logs folder location,,,,Logs folder location,SOLITARY,
Logs older than the specified number of days will be deleted.,,,,Logs older than the specified number of days will be deleted.,SOLITARY,
MAC address,,,,MAC address,SOLITARY,
MENU,,,,'',SOLITARY,
Mark service as a dedicated 3D service,,,,Mark service as a dedicated 3D service,SOLITARY,
Mark/Portal/Playlist,,,,Mark/Portal/Playlist,SOLITARY,
Maximum number of days,,,,Maximum number of days,SOLITARY,
Maybe the reason that recording is currently running. Please stop the recording before trying to configure the positioner.,,,,Maybe the reason that recording is currently running. Please stop the recording before trying to configure the positioner.,SOLITARY,
Mb/s,,,,'',SOLITARY,
Mipsel,,,,'',SOLITARY,
Move down to last entry,,,,Move down to last entry,SOLITARY,
Move down to next entry,,,,Move down to next entry,SOLITARY,
Move up to first entry,,,,Move up to first entry,SOLITARY,
Move up to previous entry,,,,Move up to previous entry,SOLITARY,
N,,,,N,SOLITARY,
NIM & Type,,,,'',SOLITARY,
NO,,,,NO,SOLITARY,
NOTE: This feature is intended for people who cannot disable overscan on their television / display.  Please first try to disable overscan before using this feature.\n\nUSAGE: Adjust the screen size and position settings so that the shaded user interface layer *just* covers the test pattern in the background.\n\nSelect Yes to continue or No to exit.,,,,'',SOLITARY,
Network servers:,,,,Network servers:,SOLITARY,
No ECMPids available (FTA Service),,,,'',SOLITARY,
No data received yet,,,,'',SOLITARY,
"No updates found, Press OK to exit this screen.",,,,'',SOLITARY,
"No, but restart from the beginning",,,,"No, but restart from the beginning",SOLITARY,
Octo core,,,,'',SOLITARY,
On shutdown/restart warn about any pending jobs being carried out in the background.,,,,'',SOLITARY,
"On your remote, click on the button you want to change",,,,"On your remote, click on the button you want to change",SOLITARY,
Only change this setting if you are using a SCR device that has been reprogrammed with a custom programmer. For further information check with the person that reprogrammed the device.,,,,'',SOLITARY,
Open bouquet list,,,,Open bouquet list,SOLITARY,
Open nameserver configuration,,,,Open nameserver configuration,SOLITARY,
Open service list and select the next channel,,,,Open service list and select the next channel,SOLITARY,
Open service list and select the next channel for PiP,,,,Open service list and select the next channel for PiP,SOLITARY,
Open service list and select the previous channel,,,,Open service list and select the previous channel,SOLITARY,
Open service list and select the previous channel for PiP,,,,Open service list and select the previous channel for PiP,SOLITARY,
Open setup tuner ,,,,Open setup tuner ,SOLITARY,
Open the favourites list,,,,Open the favourites list,SOLITARY,
Open the satellites list,,,,Open the satellites list,SOLITARY,
Open the service list,,,,Open the service list,SOLITARY,
PIP,,,,PIP,SOLITARY,
"PIP enabled, no HDR",,,,'',SOLITARY,
PIP with OSD,,,,PIP with OSD,SOLITARY,
PLS Mode & PLS Code,,,,'',SOLITARY,
Permanent sort key changes,,,,'',SOLITARY,
Play as picture in picture,,,,Play as picture in picture,SOLITARY,
Playback information missing\nPlayback aborted to avoid crash\nPlease retry,,,,Playback information missing\nPlayback aborted to avoid crash\nPlease retry,SOLITARY,
Playlist,,,,Playlist,SOLITARY,
Playpause,,,,Playpause,SOLITARY,
Please change the recording end time,,,,Please change the recording end time,SOLITARY,
Please enter a new name:,,,,Please enter a new name:,SOLITARY,
Please enter the name of the new directory,,,,Please enter the name of the new directory,SOLITARY,
Please enter the new PIN code,,,,Please enter the new PIN code,SOLITARY,
Please re-enter the new PIN code,,,,Please re-enter the new PIN code,SOLITARY,
Please select the tag to filter...,,,,Please select the tag to filter...,SOLITARY,
Please set up the following common options,,,,'',SOLITARY,
Please set up tuner E,,,,Please set up tuner E,SOLITARY,
Please set up tuner F,,,,Please set up tuner F,SOLITARY,
Please set up tuner G,,,,Please set up tuner G,SOLITARY,
Please set up tuner H,,,,Please set up tuner H,SOLITARY,
Please set up tuner I,,,,Please set up tuner I,SOLITARY,
Please set up tuner J,,,,Please set up tuner J,SOLITARY,
Please set up tuner K,,,,Please set up tuner K,SOLITARY,
Please use the direction keys to move the PiP window.\nPress Bouquet +/- to resize the window.\nPress OK to go back to the TV mode or EXIT to cancel the moving.,,,,Please use the direction keys to move the PiP window.\nPress Bouquet +/- to resize the window.\nPress OK to go back to the TV mode or EXIT to cancel the moving.,SOLITARY,
Please wait while gathering EPG data...,,,,Please wait while gathering EPG data...,SOLITARY,
Please wait while scanning for devices...,,,,Please wait while scanning for devices...,SOLITARY,
Please wait while your network configuration is activated...,,,,Please wait while your network configuration is activated...,SOLITARY,
Polarisation:,,,,Polarisation:,SOLITARY,
Positioner setup log,,,,Positioner setup log,SOLITARY,
Power,,,,Power,SOLITARY,
Power LCD Display,,,,Power LCD Display,SOLITARY,
Power On/Off display Normal Mode.,,,,'',SOLITARY,
Power On/Off display Standby Mode.,,,,'',SOLITARY,
Power On/Off display Suspend Mode.,,,,'',SOLITARY,
Power long,,,,Power long,SOLITARY,
PowerControl FrontDisplay Normal Mode,,,,'',SOLITARY,
PowerControl FrontDisplay Standby Mode,,,,'',SOLITARY,
PowerControl FrontDisplay Suspend Mode,,,,'',SOLITARY,
Preferred tuner DVB-C,,,,Preferred tuner DVB-C,SOLITARY,
Preferred tuner DVB-C for recordings,,,,Preferred tuner DVB-C for recordings,SOLITARY,
Preferred tuner DVB-S,,,,Preferred tuner DVB-S,SOLITARY,
Preferred tuner DVB-S for recordings,,,,Preferred tuner DVB-S for recordings,SOLITARY,
Preferred tuner DVB-T,,,,Preferred tuner DVB-T,SOLITARY,
Preferred tuner DVB-T for recordings,,,,Preferred tuner DVB-T for recordings,SOLITARY,
"Press GREEN (Reboot) to switch images, YELLOW (Delete) to erase an image or BLUE (Restore) to restore all deleted images.",,,,'',SOLITARY,
Press OK to set the MAC address.,,,,Press OK to set the MAC address.,SOLITARY,
"Press OK, save and exit...",,,,"Press OK, save and exit...",SOLITARY,
Press up/down to scroll through the selected log\n\nPress left/right to see different log types,,,,'',SOLITARY,
Previous,,,,Previous,SOLITARY,
Problem retrieving update list.\nIf this issue persists please check/report on forum,,,,'',SOLITARY,
Processor temp:\t%s,,,,'',SOLITARY,
Protect manufacturer reset screen,,,,Protect manufacturer reset screen,SOLITARY,
Protect screens,,,,Protect screens,SOLITARY,
Protect software update screen,,,,Protect software update screen,SOLITARY,
Protect vix menu,,,,Protect vix menu,SOLITARY,
Purge deleted user bouquets,,,,Purge deleted user bouquets,SOLITARY,
Python:\t%s\n,,,,Python:\t%s\n,SOLITARY,
Radio,,,,Radio,SOLITARY,
Really delete completed timers?,,,,Really delete completed timers?,SOLITARY,
Really store at index %2d for current position?,,,,Really store at index %2d for current position?,SOLITARY,
Rec,,,,Rec,SOLITARY,
Recording and playback settings,,,,Recording and playback settings,SOLITARY,
Red long,,,,Red long,SOLITARY,
Reflash recommended!,,,,Reflash recommended!,SOLITARY,
Release notes,,,,'',SOLITARY,
Relevant PIDs routing,,,,'',SOLITARY,
"Reminder, you have chosen to save timeshift file.",,,,"Reminder, you have chosen to save timeshift file.",SOLITARY,
Remove all alternatives,,,,Remove all alternatives,SOLITARY,
Remove all bouquet/tuning data,,,,'',SOLITARY,
Remove all new found flags,,,,Remove all new found flags,SOLITARY,
Remove bouquet from parental protection,,,,Remove bouquet from parental protection,SOLITARY,
Remove cable services,,,,Remove cable services,SOLITARY,
Remove entry,,,,Remove entry,SOLITARY,
Remove from parental protection,,,,Remove from parental protection,SOLITARY,
Remove new found flag,,,,Remove new found flag,SOLITARY,
Remove selected satellite,,,,Remove selected satellite,SOLITARY,
Remove terrestrial services,,,,Remove terrestrial services,SOLITARY,
Removing service,,,,Removing service,SOLITARY,
Rename entry,,,,Rename entry,SOLITARY,
Repeating the event currently recording... What do you want to do?,,,,Repeating the event currently recording... What do you want to do?,SOLITARY,
Restore deleted user bouquets,,,,Restore deleted user bouquets,SOLITARY,
Rewind,,,,Rewind,SOLITARY,
Rotor: ,,,,Rotor: ,SOLITARY,
S,,,,S,SOLITARY,
SCR JESS,,,,'',SOLITARY,
SRT file,,,,'',SOLITARY,
SSA file,,,,'',SOLITARY,
Save all changed settings and exit,,,,'',SOLITARY,
Save timeshift and zap,,,,Save timeshift and zap,SOLITARY,
Scan options,,,,Scan options,SOLITARY,
Schedule EPG and channel list import,,,,'',SOLITARY,
Search IMDb for information about the current event.,,,,Search IMDb for information about the current event.,SOLITARY,
Search the epg for the current event.,,,,Search the epg for the current event.,SOLITARY,
Search/WEB,,,,Search/WEB,SOLITARY,
Select 'FBC SCR' if this tuner will connect to a SCR (Unicable/JESS) device. For all other setups select 'FBC automatic'.,,,,'',SOLITARY,
Select 'Yes' to delete all languages except English and current language:\n\nSelect 'No' to delete only the chosen language:\n\n,,,,'',SOLITARY,
Select 'Yes' to remove all keymap data. Selecting this option will remove all keymap override data and restore the default keymap definitions.,,,,'',SOLITARY,
Select 'Yes' to remove all main settings configuration data. Selecting this option will set all Enigma2 settings back to their default values.  This will also cause Enigma2 to run the Welcome Wizard on restart.,,,,'',SOLITARY,
Select 'Yes' to remove all media player resume data. Selecting this option will remove the data used to allow playback of media files to resume from the position where playback was last stopped. Playback position of recordings is not affected.,,,,'',SOLITARY,
Select 'Yes' to remove all network data. Selecting this option will remove all network data including automounts and network connection data including connection accounts and passwords. This could cause some Enigma2 functions to fail if they are configured to use these network resources.,,,,'',SOLITARY,
Select 'Yes' to remove all other files and directories not covered by the options above.,,,,'',SOLITARY,
Select 'Yes' to remove all plugin configuration data. Selecting this option will remove all plugin configuration data that is stored in the Enigma2 configuration folder. This will cause all affected plugins to return to their default settings. This could cause some plugins to not function until configured.,,,,'',SOLITARY,
"Select 'Yes' to remove all settings, tuning data, timers, resume pointers etc. Selecting this option will restore the configuration to the initial settings before any configuration settings were applied. This is the most reliable form of Factory Reset.",,,,'',SOLITARY,
"Select 'Yes' to remove all timer configuration data. Selecting this option will clear all timers, autotimers and power timers.",,,,'',SOLITARY,
Select 'Yes' to remove all tuning data. Selecting this option will remove all tuning and bouquet data and will make timers non functional until the receiver is retuned.,,,,'',SOLITARY,
Select 'Yes' to remove all user customisations of skin data. Selecting this option will remove all user based skin customisations. All affected skins will return to their standard settings. This will also clear any customied boot logos and backdrops.,,,,'',SOLITARY,
Select 'Yes' when you want to configure this tuner for ATSC,,,,'',SOLITARY,
Select 'Yes' when you want to configure this tuner for DVB-C,,,,'',SOLITARY,
Select 'Yes' when you want to configure this tuner for DVB-S,,,,'',SOLITARY,
Select 'Yes' when you want to configure this tuner for DVB-T,,,,'',SOLITARY,
Select 'yes' to choose what bands or step sizes will be scanned.,,,,'',SOLITARY,
"Select a receiver to use for fallback tuners. If the host receiver is not listed, manually enter the URL or IP address",,,,'',SOLITARY,
Select all,,,,Select all,SOLITARY,
Select between entering an IP address or a domain.,,,,'',SOLITARY,
Select how to activate the Infobar EPG. This will affect Infobar behaviour,,,,'',SOLITARY,
Select how to activate the Infobar Grid EPG. This will affect Infobar behaviour,,,,'',SOLITARY,
Select how to activate the Infobar Single EPG. This will affect Infobar behaviour,,,,'',SOLITARY,
Select menu entry,,,,Select menu entry,SOLITARY,
Select slot,,,,Select slot,SOLITARY,
Select the User Band channel to be assigned to this tuner. This is an index into the table of frequencies the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,,,,'',SOLITARY,
Select the User Band to be assigned to this tuner. This is an index into the table of frequencies the SCR switch or SCR LNB uses to pass the requested transponder to the tuner.,,,,'',SOLITARY,
Select the highlighted image and delete,,,,'',SOLITARY,
"Select the model number of your SCR device. If the model number is not listed, set 'SCR' to 'user defined' and enter the device parameters manually according to its spec sheet.",,,,'',SOLITARY,
Select the next item in list or move cursor right,,,,'',SOLITARY,
Select the previous item in list or move cursor left,,,,'',SOLITARY,
Select whether your SCR device is externally powered.,,,,'',SOLITARY,
Send 'sourceactive' before zap timers,,,,'',SOLITARY,
Serial no,,,,Serial no,SOLITARY,
Set LED Color or disable the LED.,,,,'',SOLITARY,
Set a temporary sort method for this directory,,,,'',SOLITARY,
Set as startup service,,,,Set as startup service,SOLITARY,
Set system,,,,Set system,SOLITARY,
Set the MAC address of your %s %s.\n,,,,Set the MAC address of your %s %s.\n,SOLITARY,
Set the time before checking video source for resolution/refresh rate infomation.,,,,Set the time before checking video source for resolution/refresh rate infomation.,SOLITARY,
Setting a password is strongly advised if your STB is open to the internet.\nThis is the case if you have in your router a port forwarded to the STB.,,,,'',SOLITARY,
Should the FTP connection to the remote receiver be established in passive mode (normally 'no')?,,,,'',SOLITARY,
Show EPG...,,,,Show EPG...,SOLITARY,
Show alternatives,,,,Show alternatives,SOLITARY,
Show background behind subtitles,,,,Show background behind subtitles,SOLITARY,
Show event info plugins,,,,Show event info plugins,SOLITARY,
Show full menu path,,,,Show full menu path,SOLITARY,
"Show or hide the extended description, (skin dependant).",,,,"Show or hide the extended description, (skin dependant).",SOLITARY,
Show picons in service list,,,,Show picons in service list,SOLITARY,
Show positioner position,,,,Show positioner position,SOLITARY,
Show program information...,,,,Show program information...,SOLITARY,
Show select audio track,,,,Show select audio track,SOLITARY,
Show service list or movies,,,,Show service list or movies,SOLITARY,
Show service name and event description above and below each other instead of side by side.,,,,'',SOLITARY,
Show the list of autotimers.,,,,Show the list of autotimers.,SOLITARY,
Show transponder info,,,,Show transponder info,SOLITARY,
"Shows the icons when new/unseen, otherwise it will not show an icon.",,,,"Shows the icons when new/unseen, otherwise it will not show an icon.",SOLITARY,
Signal finder,,,,Signal finder,SOLITARY,
Skip back,,,,Skip back,SOLITARY,
Skip forward,,,,Skip forward,SOLITARY,
Sleep,,,,Sleep,SOLITARY,
Slim,,,,'',SOLITARY,
Slot %s: %s - %s mode%s,,,,'',SOLITARY,
"Sorry feeds are down for maintenance, please try again later. If this issue persists please check openvix.co.uk or world-of-satellite.com.",,,,"Sorry feeds are down for maintenance, please try again later. If this issue persists please check openvix.co.uk or world-of-satellite.com.",SOLITARY,
"Sorry feeds seem be in an unstable state, if you wish to use them please enable 'Allow unstable (experimental) updates' in \""Software update settings\"".",,,,"Sorry feeds seem be in an unstable state, if you wish to use them please enable 'Allow unstable (experimental) updates' in \""Software update settings\"".",SOLITARY,
Sorry the feeds are down for maintenance,,,,Sorry the feeds are down for maintenance,SOLITARY,
"Sorry the feeds seem to be in an unstable state, if you wish to use them please enable 'Allow unstable (experimental) updates' in \""Software update settings\"".",,,,"Sorry the feeds seem to be in an unstable state, if you wish to use them please enable 'Allow unstable (experimental) updates' in \""Software update settings\"".",SOLITARY,
Sorry your Inadyn config is missing,,,,Sorry your Inadyn config is missing,SOLITARY,
Sorry your MiniDLNA config is missing,,,,Sorry your MiniDLNA config is missing,SOLITARY,
Sorry your uShare config is missing,,,,Sorry your uShare config is missing,SOLITARY,
"Sorry, this tuner is in use.",,,,"Sorry, this tuner is in use.",SOLITARY,
Sort Trash by deletion time,,,,Sort Trash by deletion time,SOLITARY,
Sort plugins list to default?,,,,Sort plugins list to default?,SOLITARY,
Speed:,,,,'',SOLITARY,
Standart list,,,,Standart list,SOLITARY,
Standby and Restart,,,,Standby and Restart,SOLITARY,
Start Wizard - Screen Alignment,,,,'',SOLITARY,
Stop all current recordings,,,,Stop all current recordings,SOLITARY,
Stop and delete all current recordings,,,,Stop and delete all current recordings,SOLITARY,
Stop and delete recording,,,,Stop and delete recording,SOLITARY,
Stop and delete recording:,,,,Stop and delete recording:,SOLITARY,
